distance_km,traffic_ratio,weather_severity,vehicle_load,driver_fatigue,historical_delay,hub_congestion,product_type,priority,road_quality,temperature_celsius,precipitation_mm,wind_speed_kmh,is_peak_hour,active_incidents,vehicle_type_risk,actual_delay_minutes
78.93,2.62,0.06,0.5,0.53,1.45,2.26,perishable,high,0.78,31.0,3.9,2.7,0,0,1.2,28.75
46.71,1.72,0.68,0.49,0.46,4.69,2.94,general,standard,0.79,27.8,53.7,29.8,1,0,1.0,24.15
156.19,1.77,0.06,0.19,0.36,0.39,2.34,perishable,low,0.77,26.6,3.6,2.8,0,0,1.2,25.62
135.06,1.76,0.2,0.35,0.41,3.19,4.18,medicine,low,0.71,28.5,14.3,11.3,0,0,1.2,25.81
144.61,1.12,0.49,0.23,0.32,5.17,6.56,luxury,standard,0.85,35.3,36.3,25.6,0,1,1.0,17.16
214.41,1.92,0.36,0.39,0.24,3.28,10.24,general,high,0.92,28.7,22.3,15.3,1,0,1.0,29.3
201.15,1.22,0.61,0.56,0.28,1.89,6.04,perishable,high,0.68,32.8,39.3,27.9,1,1,1.2,28.45
134.49,2.16,0.41,0.61,0.63,4.39,10.41,furniture,standard,0.87,32.6,25.4,16.2,0,0,1.0,29.58
125.65,2.69,0.38,0.85,0.13,27.4,7.13,perishable,high,0.7,32.9,24.4,22.0,1,0,1.2,44.48
73.02,1.94,0.46,0.54,0.32,1.31,1.17,medicine,standard,0.91,31.6,29.5,23.7,0,0,1.2,23.59
44.9,1.73,0.26,0.28,0.62,1.57,3.95,furniture,standard,0.86,27.9,18.8,9.7,1,0,1.0,5.63
136.82,2.01,0.16,0.51,0.25,5.21,0.94,perishable,standard,0.86,25.7,8.4,9.4,0,0,1.2,19.8
186.15,1.35,0.11,0.96,0.53,10.73,4.36,furniture,standard,0.85,27.4,7.3,4.6,0,0,1.0,12.62
227.27,2.54,0.75,0.87,0.39,1.95,4.94,perishable,high,0.81,28.4,58.9,35.0,0,0,1.2,56.08
239.09,1.81,0.57,0.74,0.34,4.29,0.4,furniture,standard,0.91,30.9,36.3,31.4,1,1,1.0,41.42
239.69,2.23,0.04,0.46,0.11,9.57,10.07,general,standard,0.91,30.9,3.0,1.6,0,0,1.0,39.74
176.77,2.43,0.47,0.35,0.26,11.66,5.12,perishable,standard,0.78,28.3,24.4,24.0,0,1,1.2,65.34
90.42,1.76,0.23,0.51,0.21,10.37,12.82,general,critical,0.95,26.6,14.6,12.4,0,1,1.0,16.68
108.8,1.62,0.03,0.7,0.32,3.36,4.58,perishable,high,0.83,35.5,1.8,1.7,0,1,1.2,21.18
189.59,1.54,0.14,0.9,0.8,1.62,6.68,general,standard,0.9,26.5,9.2,5.6,0,1,1.0,14.18
152.85,1.75,0.39,0.95,0.18,2.44,6.83,general,standard,0.74,31.4,22.4,15.6,0,0,1.0,19.74
203.81,1.46,0.39,0.79,0.29,2.95,0.18,luxury,critical,0.89,30.1,20.0,23.0,0,0,1.0,10.82
135.72,2.44,0.27,0.67,0.55,2.86,1.41,furniture,critical,0.73,29.4,17.0,12.7,0,0,1.0,30.81
140.92,1.53,0.19,0.16,0.13,0.59,3.75,medicine,standard,0.9,30.7,13.8,8.6,1,0,1.2,14.27
128.08,1.2,0.4,0.67,0.22,4.6,0.67,hazmat,critical,0.6,34.9,29.3,15.8,0,1,1.4,14.61
109.07,1.69,0.49,0.77,0.24,4.0,3.06,luxury,standard,0.59,37.0,24.2,26.7,0,4,1.0,29.74
262.13,1.83,0.23,0.86,0.79,19.11,4.35,furniture,standard,0.67,28.9,15.7,11.3,1,0,1.0,35.53
100.76,1.21,0.27,0.49,0.48,9.56,1.71,medicine,critical,0.71,25.0,15.4,13.8,0,0,1.2,9.13
167.92,2.52,0.25,0.12,0.42,0.89,2.83,medicine,standard,0.67,31.9,17.6,14.3,1,0,1.2,58.51
88.47,1.79,0.72,0.24,0.14,6.57,7.29,general,high,0.76,27.5,39.2,25.9,1,0,1.0,28.43
257.7,2.3,0.16,0.44,0.26,3.47,1.33,hazmat,high,0.64,28.8,8.2,7.6,0,0,1.4,63.74
65.44,1.52,0.64,0.72,0.32,1.03,11.81,perishable,low,0.72,31.5,45.9,34.8,0,0,1.2,22.31
78.7,1.49,0.4,0.56,0.3,0.54,4.01,luxury,critical,0.92,31.1,25.1,19.1,0,0,1.0,7.62
208.07,1.72,0.08,0.68,0.28,2.11,8.09,hazmat,high,0.65,28.3,6.1,4.0,1,0,1.4,28.09
162.08,2.07,0.16,0.61,0.1,5.95,0.38,hazmat,high,0.92,30.4,8.5,9.5,0,0,1.4,31.75
108.57,1.82,0.13,0.95,0.76,2.67,0.62,medicine,standard,0.74,33.6,9.6,5.0,0,1,1.2,23.89
186.01,2.48,0.03,0.81,0.3,12.69,10.64,general,high,0.9,29.4,1.5,1.4,0,0,1.0,41.87
129.14,2.24,0.43,0.83,0.38,2.54,0.15,furniture,high,0.69,25.0,27.1,19.6,0,1,1.0,27.29
104.29,1.16,0.1,0.73,0.39,10.21,4.91,hazmat,low,0.93,31.2,8.0,4.2,0,0,1.4,13.63
111.55,1.81,0.11,0.17,0.45,0.71,6.0,hazmat,high,0.89,30.0,5.9,4.4,1,0,1.4,26.11
236.46,1.62,0.52,0.98,0.12,2.8,8.27,general,standard,0.77,29.6,33.3,24.3,1,0,1.0,42.76
195.04,1.48,0.1,0.16,0.16,20.1,10.67,perishable,critical,0.79,32.0,5.3,4.2,0,0,1.2,16.89
173.86,1.5,0.52,0.42,0.35,4.3,1.81,hazmat,high,0.79,33.1,39.7,27.5,0,2,1.4,35.25
143.15,1.35,0.17,0.83,0.21,13.87,1.45,medicine,standard,0.85,33.9,10.4,7.8,1,1,1.2,16.88
119.11,1.14,0.13,0.38,0.47,0.18,1.58,medicine,low,0.97,27.4,7.2,7.3,1,3,1.2,22.89
96.23,2.46,0.75,0.67,0.63,1.4,0.13,hazmat,low,0.82,24.3,45.4,36.3,1,0,1.4,66.72
222.15,1.9,0.34,0.91,0.12,2.02,0.56,perishable,standard,0.9,34.4,17.8,18.6,0,1,1.2,43.52
54.22,1.87,0.3,0.83,0.51,16.91,6.79,perishable,standard,0.84,29.3,16.7,18.0,1,1,1.2,19.53
40.49,2.03,0.53,0.61,0.36,4.31,2.44,furniture,high,0.91,30.5,40.5,25.2,0,0,1.0,12.08
182.41,1.57,0.46,0.56,0.14,0.77,0.28,luxury,standard,0.63,31.0,24.4,26.1,1,0,1.0,22.45
104.09,1.51,0.54,0.29,0.31,0.13,2.82,medicine,low,0.89,26.8,31.8,27.2,0,0,1.2,15.06
233.68,2.44,0.72,0.64,0.3,1.96,1.37,general,high,0.86,32.9,51.8,38.7,0,0,1.0,41.16
201.29,1.7,0.06,0.72,0.36,7.38,2.73,furniture,high,0.81,35.0,3.2,3.4,0,1,1.0,22.05
134.82,2.21,0.44,0.65,0.3,7.6,12.87,perishable,low,0.78,31.0,33.2,24.3,1,1,1.2,59.29
202.94,2.18,0.26,0.31,0.57,4.05,5.83,medicine,critical,0.8,29.8,18.1,10.1,0,0,1.2,37.36
218.13,2.6,0.43,0.88,0.29,12.12,21.33,perishable,high,0.83,31.0,22.2,20.7,0,1,1.2,62.47
227.6,1.27,0.44,0.58,0.48,0.65,9.07,hazmat,standard,0.65,27.9,23.6,22.7,1,0,1.4,31.57
114.65,1.53,0.21,0.19,0.75,7.08,0.38,general,high,0.88,29.5,14.9,7.7,1,0,1.0,13.23
39.82,1.6,0.3,0.23,0.55,7.88,1.95,perishable,high,0.87,24.3,21.2,16.1,0,0,1.2,16.66
12.08,1.07,0.38,0.87,0.45,3.0,2.4,general,standard,0.69,30.1,21.3,21.2,0,1,1.0,7.56
219.94,1.78,0.62,0.38,0.23,6.85,2.27,perishable,low,0.66,25.2,34.2,21.8,0,1,1.2,51.88
134.85,1.26,0.24,0.61,0.68,1.36,0.62,luxury,high,0.89,30.6,19.2,14.0,0,1,1.0,4.69
73.37,1.74,0.49,0.52,0.17,3.4,6.94,general,standard,0.77,32.1,37.8,22.3,0,0,1.0,12.54
152.33,1.38,0.26,0.56,0.38,1.17,3.16,perishable,high,0.71,33.2,18.3,13.9,1,1,1.2,15.0
146.37,2.09,0.66,0.74,0.45,3.51,4.05,perishable,critical,0.94,30.7,32.9,26.3,1,0,1.2,38.01
149.78,1.4,0.48,0.79,0.66,5.73,20.05,perishable,critical,0.58,29.1,31.1,26.1,0,0,1.2,24.54
111.21,2.98,0.53,0.97,0.03,0.01,4.95,general,standard,0.61,30.3,34.2,27.0,1,0,1.0,59.23
189.21,1.7,0.6,0.73,0.26,0.48,0.81,general,high,0.8,28.8,42.9,28.1,0,0,1.0,20.48
66.82,2.1,0.17,0.38,0.12,3.3,11.7,perishable,low,0.97,36.4,10.3,9.3,0,1,1.2,21.28
117.28,2.74,0.04,0.68,0.27,0.52,0.72,general,high,0.75,34.3,2.4,1.9,0,1,1.0,27.28
82.99,1.65,0.47,0.63,0.33,2.16,2.28,furniture,standard,0.64,26.7,24.4,26.8,1,0,1.0,20.75
186.77,1.09,0.41,0.58,0.28,10.43,4.93,medicine,high,0.66,29.5,30.8,22.8,1,0,1.2,20.94
86.43,1.26,0.24,0.11,0.31,5.1,2.5,general,high,0.73,26.4,12.1,14.2,0,1,1.0,9.13
51.59,1.89,0.67,0.83,0.19,1.47,0.18,perishable,high,0.99,31.4,39.6,28.7,0,1,1.2,16.81
162.62,1.8,0.26,0.94,0.04,0.16,3.14,luxury,standard,0.91,30.0,16.3,12.6,0,0,1.0,21.22
158.9,1.22,0.42,0.35,0.24,1.85,0.29,general,standard,0.93,25.9,25.1,17.2,1,0,1.0,19.81
51.91,1.98,0.24,0.16,0.33,16.9,2.76,general,high,0.72,29.6,16.4,10.7,1,0,1.0,14.03
213.09,2.01,0.31,0.26,0.37,2.14,1.51,general,critical,0.7,28.8,23.4,15.5,0,0,1.0,25.06
147.69,1.52,0.75,1.0,0.52,1.07,9.85,general,standard,0.93,30.1,42.6,34.0,0,3,1.0,21.08
106.5,2.93,0.31,0.68,0.2,2.88,2.19,perishable,low,0.73,30.8,16.2,17.3,0,2,1.2,49.76
24.26,1.41,0.35,0.44,0.18,6.73,5.75,furniture,high,0.81,27.1,22.9,19.2,1,1,1.0,9.15
190.94,1.83,0.37,0.34,0.19,9.76,1.46,medicine,critical,0.86,28.3,22.0,16.5,1,0,1.2,29.96
155.29,1.27,0.31,0.99,0.2,0.41,1.97,luxury,standard,0.92,30.7,21.6,17.2,1,0,1.0,9.6
167.57,1.3,0.28,0.27,0.35,2.03,2.53,furniture,high,0.83,29.8,21.1,11.3,0,0,1.0,8.71
178.68,1.34,0.17,0.27,0.13,9.83,3.53,furniture,standard,0.79,31.4,10.7,6.8,0,0,1.0,7.45
35.63,1.92,0.44,0.49,0.56,2.26,0.93,perishable,high,0.65,32.3,33.6,20.1,1,0,1.2,32.4
113.04,1.45,0.2,0.43,0.09,2.44,2.57,furniture,standard,0.93,35.3,13.2,9.3,0,1,1.0,11.37
219.74,1.54,0.21,0.25,0.47,9.62,1.49,hazmat,low,0.87,35.7,14.8,12.2,1,0,1.4,29.68
56.61,1.94,0.3,0.75,0.23,3.08,2.34,medicine,standard,0.71,25.1,15.0,12.2,0,0,1.2,21.13
132.74,1.22,0.49,0.98,0.5,0.74,3.66,general,high,0.76,25.9,27.3,26.3,0,1,1.0,15.04
54.35,1.47,0.28,0.32,0.31,1.74,2.23,perishable,low,0.76,32.8,15.0,10.0,1,0,1.2,14.5
185.67,2.12,0.46,0.64,0.12,5.39,0.3,furniture,standard,0.84,33.3,28.2,25.3,0,0,1.0,28.55
135.0,2.69,0.72,0.31,0.47,2.07,1.91,luxury,high,0.8,27.9,53.6,31.6,0,0,1.0,37.88
186.08,2.15,0.54,0.54,0.16,4.09,0.49,perishable,low,0.91,27.6,37.5,30.1,0,1,1.2,63.49
174.23,1.62,0.75,0.82,0.69,1.85,8.28,hazmat,standard,0.77,29.5,38.5,35.0,0,1,1.4,46.53
251.02,2.0,0.28,0.54,0.44,10.84,1.44,hazmat,standard,0.92,30.3,20.5,16.6,1,0,1.4,42.15
257.26,1.94,0.09,0.85,0.28,7.67,4.47,hazmat,high,0.72,24.6,6.9,4.5,0,1,1.4,52.55
46.63,2.02,0.08,0.62,0.64,1.12,16.84,perishable,low,0.94,29.2,4.2,3.2,0,0,1.2,18.54
164.49,1.67,0.28,0.98,0.28,5.19,1.67,furniture,standard,0.96,27.1,19.5,15.3,1,1,1.0,24.19
258.15,1.31,0.43,0.58,0.54,0.46,0.47,luxury,critical,0.79,34.6,27.1,18.2,0,0,1.0,17.81
146.15,1.78,0.16,0.76,0.19,2.26,0.29,perishable,standard,0.84,31.6,9.1,8.4,0,1,1.2,29.39
280.95,3.04,0.36,0.29,0.42,4.13,4.39,perishable,high,0.9,33.9,18.5,21.1,0,0,1.2,104.44
118.33,2.11,0.57,0.3,0.37,15.36,6.22,perishable,standard,0.76,33.9,44.2,23.7,0,1,1.2,37.45
203.96,1.68,0.05,0.42,0.15,7.2,3.26,perishable,low,0.91,30.5,2.5,2.5,0,1,1.2,28.6
270.07,2.32,0.25,0.3,0.27,2.21,8.74,perishable,high,0.73,30.0,19.1,10.5,0,0,1.2,62.67
70.43,1.11,0.34,0.11,0.23,13.47,2.09,furniture,standard,0.78,31.8,22.5,19.2,0,1,1.0,13.41
125.94,1.56,0.2,0.29,0.47,1.18,1.25,general,standard,0.66,27.9,10.8,11.8,1,0,1.0,12.57
266.01,2.09,0.5,0.54,0.24,8.95,0.02,medicine,standard,0.94,34.3,35.4,24.2,0,0,1.2,47.88
171.77,2.3,0.45,0.7,0.18,3.58,5.88,perishable,standard,0.62,24.7,36.1,16.9,0,0,1.2,52.38
179.92,1.41,0.04,0.6,0.8,14.29,6.69,furniture,standard,0.65,33.3,3.2,1.4,0,0,1.0,11.63
212.67,1.2,0.62,0.27,0.47,3.09,1.51,medicine,high,0.86,33.3,44.3,34.6,0,1,1.2,13.95
129.2,1.98,0.27,0.22,0.56,0.07,8.4,luxury,low,0.75,33.2,14.0,15.8,1,0,1.0,25.43
187.83,1.6,0.46,0.85,0.57,2.01,0.83,medicine,high,0.66,30.0,35.0,20.6,0,0,1.2,33.83
168.83,2.09,0.14,0.8,0.19,1.57,12.73,hazmat,high,0.85,32.0,8.6,7.7,1,0,1.4,49.02
101.73,1.8,0.16,0.32,0.36,20.12,3.22,perishable,high,0.88,35.0,12.5,8.3,0,0,1.2,13.21
128.16,1.96,0.53,0.57,0.2,2.07,0.02,perishable,high,0.92,30.7,34.2,24.2,1,0,1.2,34.32
277.72,1.82,0.29,0.71,0.58,2.86,2.0,perishable,standard,0.81,25.6,16.3,14.4,0,0,1.2,42.38
84.43,1.93,0.34,0.72,0.43,15.12,0.22,perishable,low,0.77,27.6,20.4,19.0,0,0,1.2,26.88
224.91,1.14,0.64,0.51,0.26,10.33,0.06,perishable,critical,0.9,33.8,44.1,29.7,0,0,1.2,19.37
153.43,1.35,0.91,0.53,0.76,0.82,1.05,general,high,0.79,29.5,60.3,41.1,1,1,1.0,25.72
208.32,1.83,0.18,0.53,0.35,9.12,1.05,luxury,standard,0.84,27.2,9.8,8.3,0,0,1.0,22.42
210.53,1.32,0.56,0.61,0.31,5.29,0.36,furniture,high,0.57,27.3,34.3,23.3,1,0,1.0,25.24
164.2,2.49,0.13,0.52,0.26,0.44,10.9,hazmat,high,0.66,25.5,9.4,4.9,1,1,1.4,61.61
106.5,1.77,0.36,0.54,0.2,0.09,1.96,medicine,low,0.58,26.1,21.2,16.6,1,0,1.2,19.57
252.3,2.42,0.16,0.84,0.2,12.86,2.18,luxury,high,0.78,30.7,8.3,8.9,0,0,1.0,32.37
218.72,1.19,0.25,0.29,0.52,2.77,0.52,medicine,standard,0.9,30.3,18.0,9.6,0,0,1.2,11.34
160.98,2.64,0.29,0.52,0.45,7.87,2.74,luxury,high,0.84,24.4,20.7,14.8,0,0,1.0,30.73
158.29,1.36,0.28,0.72,0.27,0.34,1.59,hazmat,critical,0.82,25.6,19.3,15.7,1,2,1.4,25.68
82.32,1.08,0.27,0.59,0.44,9.25,5.88,medicine,high,0.81,30.7,21.1,15.4,0,1,1.2,9.33
199.72,1.26,0.14,0.37,0.32,4.19,11.43,medicine,standard,0.82,32.1,9.5,8.0,1,1,1.2,18.94
254.62,2.78,0.24,0.19,0.2,1.11,2.99,perishable,standard,0.66,24.8,12.9,14.2,0,0,1.2,73.59
73.12,1.62,0.14,0.7,0.44,1.47,4.36,general,high,0.75,30.6,9.7,6.0,0,0,1.0,9.0
80.36,1.75,0.06,0.74,0.12,20.28,4.2,general,high,0.72,29.6,4.3,2.8,1,0,1.0,14.56
139.85,1.57,0.31,0.16,0.27,3.47,3.52,hazmat,standard,0.91,34.1,21.2,11.4,0,1,1.4,24.41
92.81,1.79,0.63,0.75,0.4,0.95,4.84,medicine,high,0.73,36.3,49.5,30.4,0,1,1.2,32.04
136.42,2.37,0.6,0.84,0.33,5.46,4.9,luxury,low,0.77,28.7,39.9,24.9,1,0,1.0,58.5
134.15,1.81,0.41,0.91,0.3,0.41,8.53,perishable,standard,0.82,25.7,31.8,24.1,1,1,1.2,41.74
76.34,2.44,0.35,0.99,0.28,7.05,5.18,medicine,high,0.86,26.1,20.0,19.5,1,1,1.2,36.28
264.98,1.89,0.57,0.63,0.28,10.49,2.84,furniture,high,0.81,31.1,37.6,25.9,0,0,1.0,33.24
73.83,1.45,0.12,0.98,0.35,1.05,13.07,general,low,0.89,25.5,7.3,6.3,0,1,1.0,13.67
137.08,1.77,0.29,0.59,0.31,3.12,19.52,perishable,critical,0.69,28.7,17.8,11.8,0,0,1.2,30.29
89.58,1.21,0.56,0.71,0.28,11.15,1.48,luxury,standard,0.78,28.4,34.4,31.7,0,1,1.0,11.45
236.81,1.47,0.91,0.72,0.36,8.16,2.93,luxury,standard,0.63,26.6,64.0,35.7,0,0,1.0,22.33
149.76,1.74,0.19,0.76,0.14,0.17,5.91,general,low,0.85,30.7,11.2,8.5,1,0,1.0,22.81
149.36,1.66,0.8,0.79,0.11,0.76,9.56,furniture,high,0.92,29.7,47.0,43.1,0,0,1.0,16.75
255.24,1.74,0.17,0.61,0.21,20.63,5.2,perishable,standard,0.77,32.8,9.3,6.6,0,2,1.2,49.37
118.94,2.34,0.12,0.79,0.43,1.49,9.85,medicine,standard,0.76,31.0,8.8,4.8,1,1,1.2,37.86
167.03,1.43,0.29,0.33,0.13,3.74,0.37,furniture,standard,0.81,30.0,17.6,16.3,0,1,1.0,15.8
88.7,2.01,0.35,0.56,0.16,0.19,0.58,furniture,high,0.9,29.4,17.4,14.1,1,0,1.0,15.88
138.37,1.71,0.2,0.26,0.17,0.79,3.88,perishable,low,0.89,25.6,10.6,9.4,1,0,1.2,20.11
185.98,2.49,0.49,0.48,0.13,2.77,5.56,general,standard,0.72,27.9,28.6,18.4,1,0,1.0,44.75
78.19,1.22,0.42,0.45,0.38,1.23,9.82,general,critical,0.76,28.4,23.0,20.3,0,1,1.0,11.5
123.1,2.62,0.25,0.12,0.57,4.54,1.94,hazmat,standard,0.68,26.3,19.6,11.0,0,1,1.4,56.56
166.76,1.42,0.66,0.35,0.06,14.63,1.36,luxury,standard,0.9,29.9,37.2,33.8,1,0,1.0,24.74
55.66,1.29,0.07,0.73,0.21,6.31,1.35,perishable,standard,0.82,26.3,3.5,2.9,0,1,1.2,9.06
185.75,2.44,0.38,0.51,0.36,4.55,2.19,medicine,standard,0.67,31.0,24.3,16.2,1,0,1.2,43.47
165.18,1.74,0.18,0.93,0.38,0.15,6.27,perishable,critical,0.89,32.5,10.1,8.8,0,0,1.2,19.14
112.25,2.32,0.68,0.46,0.17,9.07,1.78,perishable,standard,0.68,30.5,44.9,37.5,0,1,1.2,39.84
147.62,1.3,0.64,0.51,0.03,4.47,0.79,general,critical,0.92,27.3,50.0,23.8,0,0,1.0,14.22
274.43,1.21,0.1,0.8,0.29,1.28,3.8,furniture,standard,0.78,31.7,6.4,4.0,0,0,1.0,6.59
61.29,1.47,0.44,0.18,0.24,6.28,3.31,medicine,high,0.86,32.9,29.4,17.2,0,0,1.2,13.28
134.47,1.14,0.11,0.93,0.22,6.34,11.2,perishable,high,0.82,32.1,8.3,6.4,0,0,1.2,8.78
276.37,1.46,0.14,0.55,0.56,5.08,1.45,general,low,0.93,30.5,7.7,6.4,1,2,1.0,32.06
87.53,2.4,0.02,0.76,0.54,5.05,9.42,furniture,standard,0.77,31.2,1.6,1.2,1,0,1.0,23.45
110.7,1.86,0.57,0.74,0.25,3.41,0.56,general,high,0.87,30.1,29.4,29.5,0,0,1.0,17.63
214.55,1.64,0.14,0.38,0.42,3.11,3.45,hazmat,high,0.88,33.2,9.4,5.0,1,0,1.4,30.29
157.15,1.52,0.31,1.0,0.65,0.14,1.06,luxury,standard,0.9,29.0,24.4,14.9,1,1,1.0,12.03
128.57,1.38,0.02,0.13,0.48,8.66,6.91,general,high,0.93,32.8,1.5,1.0,0,0,1.0,15.03
62.16,1.73,0.22,0.94,0.31,13.96,3.09,furniture,standard,0.95,27.4,15.0,8.4,0,1,1.0,11.28
205.59,1.34,0.67,0.19,0.51,14.26,0.2,luxury,high,0.91,34.7,39.5,27.6,1,0,1.0,37.24
273.42,1.86,0.64,0.38,0.7,4.7,4.72,hazmat,high,0.83,25.3,47.1,33.0,0,0,1.4,52.92
140.91,2.07,0.13,0.91,0.22,5.13,6.09,perishable,high,0.74,28.9,7.7,6.8,0,0,1.2,36.02
204.31,1.1,0.39,0.29,0.47,4.2,0.93,medicine,critical,0.7,31.6,20.3,16.5,0,0,1.2,11.7
106.27,2.16,0.15,0.16,0.63,2.43,8.82,perishable,high,0.99,25.5,11.2,8.7,0,1,1.2,24.81
91.86,1.46,0.1,0.75,0.33,9.47,10.1,furniture,high,0.78,24.1,6.7,4.7,0,0,1.0,13.8
57.07,1.09,0.72,0.36,0.35,0.0,2.42,medicine,critical,0.91,29.7,41.5,38.8,0,0,1.2,11.08
170.64,1.76,0.32,0.46,0.48,1.59,4.01,perishable,low,0.74,27.1,23.6,16.6,0,0,1.2,29.71
237.05,2.12,0.21,0.5,0.53,12.96,0.05,perishable,high,0.95,31.6,13.8,8.0,0,0,1.2,31.78
129.36,1.32,0.28,0.71,0.54,0.9,10.18,perishable,high,0.93,28.7,20.7,14.6,0,0,1.2,11.97
202.03,1.06,0.46,0.76,0.12,10.69,1.75,perishable,low,0.87,32.8,30.2,19.8,0,0,1.2,12.44
124.08,1.19,0.28,0.4,0.49,7.64,15.82,furniture,high,0.89,26.1,21.1,12.1,0,0,1.0,10.89
188.86,1.22,0.12,0.91,0.43,5.18,1.7,perishable,critical,0.88,31.4,8.7,4.8,0,1,1.2,13.74
136.63,1.33,0.23,0.29,0.65,4.99,2.54,perishable,high,0.74,34.4,16.5,11.0,0,0,1.2,10.45
32.22,2.66,0.27,0.78,0.28,2.77,12.62,general,low,0.81,29.1,19.5,11.4,1,0,1.0,14.16
86.22,2.08,0.5,0.75,0.54,0.14,4.48,luxury,high,0.75,24.8,37.8,20.1,1,1,1.0,26.89
107.92,1.79,0.29,0.57,0.41,4.94,3.2,furniture,standard,0.84,26.5,18.8,16.9,0,1,1.0,16.0
131.6,1.44,0.43,0.97,0.22,1.35,4.27,hazmat,low,0.9,34.8,30.6,20.9,0,0,1.4,25.01
172.53,1.72,0.7,0.52,0.29,1.16,4.38,perishable,high,0.75,34.4,39.7,28.1,1,1,1.2,43.56
48.79,2.22,0.4,0.87,0.3,1.66,2.42,perishable,standard,0.77,29.2,32.1,19.3,1,1,1.2,35.21
58.36,2.33,0.13,0.16,0.11,2.11,0.62,furniture,standard,0.67,32.6,9.4,5.7,0,0,1.0,20.96
127.45,1.64,0.54,0.46,0.33,1.04,8.74,general,low,0.9,30.8,34.2,25.3,1,0,1.0,29.45
231.08,1.44,0.46,0.29,0.42,19.64,7.08,perishable,standard,0.78,34.3,29.7,21.4,1,0,1.2,37.79
168.68,1.77,0.21,0.87,0.17,5.06,0.83,general,standard,0.89,31.7,12.5,8.2,0,0,1.0,18.77
69.02,1.79,0.58,0.49,0.37,2.56,2.95,perishable,high,0.74,32.2,42.0,31.4,0,2,1.2,17.32
42.85,1.29,0.24,0.57,0.39,0.24,1.55,general,standard,0.85,25.5,12.2,9.6,1,3,1.0,12.23
109.43,1.62,0.39,0.7,0.29,9.26,0.52,luxury,critical,0.92,30.8,31.4,22.3,0,0,1.0,17.39
138.5,1.75,0.37,0.46,0.59,2.26,3.69,furniture,standard,0.85,33.3,20.6,19.9,1,0,1.0,19.6
227.27,2.08,0.27,0.43,0.28,4.95,3.7,luxury,standard,0.98,28.6,18.4,13.1,1,0,1.0,34.67
56.71,1.52,0.7,0.4,0.35,7.29,1.31,perishable,low,0.82,29.3,40.0,41.4,0,0,1.2,23.22
197.14,1.25,0.31,0.79,0.52,5.0,1.91,perishable,high,0.83,29.8,16.0,14.2,0,0,1.2,19.8
86.74,1.39,0.22,0.99,0.2,6.18,3.54,furniture,critical,0.84,31.1,11.2,8.2,0,0,1.0,6.87
238.19,1.68,0.17,0.39,0.45,3.04,2.23,perishable,standard,0.62,28.4,8.6,8.0,0,0,1.2,30.03
197.28,1.17,0.22,0.71,0.26,0.27,2.3,general,critical,0.84,30.6,11.8,10.0,0,0,1.0,5.73
195.77,1.12,0.33,0.89,0.25,10.34,0.81,furniture,low,0.93,27.8,25.5,17.1,0,0,1.0,11.47
220.18,1.66,0.24,0.99,0.41,0.69,3.85,perishable,standard,0.75,31.4,12.3,8.7,0,1,1.2,41.49
106.77,1.09,0.59,0.62,0.25,14.58,12.0,furniture,critical,0.78,30.9,34.0,35.0,0,0,1.0,10.54
256.36,2.12,0.38,0.26,0.63,6.82,2.53,furniture,low,0.6,29.5,23.9,20.1,1,0,1.0,54.84
129.4,1.88,0.16,0.59,0.21,5.47,1.54,luxury,high,0.97,33.2,10.4,9.5,1,2,1.0,21.51
189.36,1.44,0.8,0.69,0.32,3.86,0.34,perishable,high,0.67,30.5,58.2,40.7,0,0,1.2,31.81
246.37,1.48,0.41,0.53,0.31,10.15,12.82,furniture,standard,0.87,36.0,21.3,23.0,0,0,1.0,20.85
36.43,1.92,0.57,0.38,0.25,8.37,3.52,furniture,standard,0.73,31.0,33.5,31.4,1,1,1.0,31.11
215.76,1.43,0.86,0.38,0.3,1.87,0.22,furniture,high,0.78,34.3,56.8,47.8,0,0,1.0,22.63
205.44,1.37,0.46,0.82,0.33,2.65,3.19,perishable,critical,0.74,30.4,30.3,25.6,0,0,1.2,21.95
198.86,1.58,0.05,0.97,0.43,1.53,10.1,medicine,standard,0.93,27.5,2.8,2.5,0,0,1.2,17.56
72.28,2.69,0.18,0.72,0.38,1.4,0.01,furniture,standard,0.76,27.8,10.2,8.0,0,0,1.0,24.53
81.76,1.11,0.73,0.51,0.07,5.57,0.06,general,high,0.66,34.4,58.4,37.8,0,0,1.0,6.7
127.32,1.44,0.51,0.39,0.24,12.76,5.02,perishable,critical,0.82,27.6,25.1,18.2,0,0,1.2,11.86
141.7,1.51,0.2,0.25,0.71,9.69,6.21,furniture,high,0.73,26.8,14.4,8.9,1,0,1.0,11.83
107.03,1.97,0.26,0.37,0.25,1.28,7.6,perishable,critical,0.85,25.4,17.5,12.9,1,0,1.2,12.63
233.9,1.94,0.29,0.12,0.31,13.67,3.32,hazmat,high,0.83,32.4,17.8,10.5,1,0,1.4,42.56
11.73,1.65,0.32,0.4,0.13,2.98,5.05,perishable,standard,0.82,28.1,18.9,16.9,0,0,1.2,9.92
118.03,1.25,0.16,0.26,0.47,2.0,0.02,perishable,critical,0.98,28.3,8.5,9.5,0,0,1.2,1.84
59.34,1.82,0.27,0.12,0.2,1.14,0.73,perishable,critical,0.86,26.5,17.0,14.8,0,0,1.2,10.22
